1980 06 02 12	54950.41	1.24	367.28	0.00	19.41	8.48	1118.64
1980 06 03 12	54950.41	4.36	225.70	0.00	16.44	8.60	1127.97
1980 06 04 12	54986.36	3.49	140.81	0.00	12.79	8.47	1117.39
1980 06 05 12	55146.09	2.00	334.49	0.00	15.06	6.59	977.26
1980 06 06 12	55296.02	0.00	514.32	0.00	19.02	3.51	788.94
1980 06 07 12	55296.02	0.00	547.64	0.00	23.58	4.70	850.15
1980 06 08 12	55296.02	0.58	446.00	0.00	23.10	8.77	1141.26
1980 06 09 12	55298.38	4.00	342.80	0.00	14.38	1.24	666.56
1980 06 10 12	55331.96	0.00	379.18	0.00	12.00	1.90	701.02
1980 06 11 12	55419.50	0.00	396.20	0.00	13.85	3.08	766.53
1980 06 12 12	55563.51	0.00	380.45	0.00	12.82	2.88	758.97
1980 06 13 12	55637.16	0.00	487.05	0.00	18.38	3.95	808.16
1980 06 14 12	55641.59	0.00	526.93	0.00	24.94	7.10	956.91
1980 06 15 12	55641.59	0.00	509.98	0.00	27.93	10.41	1188.83
1980 06 16 12	55641.59	11.47	375.80	0.00	23.97	7.48	1040.49
1980 06 17 12	55641.59	0.00	421.81	0.00	17.27	5.32	890.88
1980 06 18 12	55641.59	0.00	451.24	0.00	20.64	7.03	986.51
1980 06 19 12	55641.59	0.00	462.05	0.00	22.47	8.12	1041.84
1980 06 20 12	55641.59	0.00	495.43	0.00	21.72	5.63	863.44
1980 06 21 12	55641.59	25.17	300.49	0.00	20.29	8.70	1135.92
1980 06 22 12	55641.59	7.39	295.70	0.00	19.22	8.05	1084.48
1980 06 23 12	55641.59	0.00	510.85	0.00	26.02	8.03	1039.49
1980 06 24 12	55641.59	0.00	489.93	0.00	27.17	10.39	1225.62
1980 06 25 12	55641.59	4.29	357.07	0.00	28.67	13.61	1552.38
1980 06 26 12	55641.59	5.57	345.67	0.00	30.37	14.14	1617.27
1980 06 27 12	55637.16	6.92	337.24	0.00	29.34	13.86	1587.53
1980 06 28 12	55563.51	0.00	491.11	0.00	24.17	7.15	1003.64
1980 06 29 12	55491.66	0.00	482.17	0.00	20.09	4.37	836.78
1980 06 30 12	55371.62	2.66	360.89	0.00	22.50	9.94	1235.54
1980 07 01 12	55331.96	4.90	143.08	0.00	16.47	11.53	1362.26
1980 07 02 12	55296.02	2.56	309.11	0.00	21.54	11.23	1338.13
1980 07 03 12	55296.02	3.42	264.02	0.00	19.63	10.15	1251.84
1980 07 04 12	55296.02	0.00	448.74	0.00	26.05	11.13	1330.26
1980 07 05 12	55217.95	0.00	468.36	0.00	25.80	9.62	1192.02
1980 07 06 12	55073.90	8.50	301.46	0.00	24.25	11.58	1371.06
1980 07 07 12	54952.77	2.76	322.89	0.00	18.11	7.41	1035.73
1980 07 08 12	54950.41	0.00	449.59	0.00	21.27	7.01	1001.82
1980 07 09 12	54950.41	5.44	227.67	0.00	19.51	11.08	1326.11
1980 07 10 12	54872.33	0.00	476.04	0.00	21.70	5.94	931.78
1980 07 11 12	54640.72	0.00	446.53	0.00	23.85	9.25	1168.10
1980 07 12 12	54604.78	15.27	336.22	0.00	24.05	9.11	1168.65
1980 07 13 12	54604.78	7.13	226.18	0.00	16.66	8.26	1100.93
1980 07 14 12	54454.88	0.00	379.65	0.00	20.51	9.34	1187.20
1980 07 15 12	54261.55	0.00	404.97	0.00	26.16	13.36	1532.55
1980 07 16 12	54259.20	5.21	169.84	0.00	23.60	17.27	1963.34
1980 07 17 12	54181.09	7.64	307.35	0.00	28.51	15.31	1741.26
1980 07 18 12	53949.55	10.73	337.42	0.00	27.39	12.26	1433.84
1980 07 19 12	53913.61	0.00	480.61	0.00	27.00	10.10	1232.64
1980 07 20 12	53909.19	0.00	422.24	0.00	27.22	13.60	1559.87
1980 07 21 12	53570.41	3.19	321.67	0.00	27.76	15.05	1706.14
1980 07 22 12	53568.05	10.64	238.05	0.00	25.25	15.93	1809.82
1980 07 23 12	53489.96	24.33	189.58	0.00	23.41	16.43	1866.28
1980 07 24 12	53222.43	12.38	293.00	0.00	24.10	13.36	1532.60
1980 07 25 12	53222.43	0.00	471.09	0.00	27.06	11.09	1326.81
1980 07 26 12	53000.25	0.00	423.97	0.00	27.20	13.86	1587.81
1980 07 27 12	52876.77	7.38	292.74	0.00	25.30	13.78	1578.52
1980 07 28 12	52872.36	9.91	244.26	0.00	23.37	14.49	1654.88
1980 07 29 12	52531.20	0.00	409.89	0.00	26.13	13.91	1591.63
1980 07 30 12	52531.20	17.40	260.95	0.00	24.90	15.25	1730.70
1980 07 31 12	52261.21	9.78	321.91	0.00	27.58	13.95	1596.24
1980 08 01 12	52185.62	0.00	416.32	0.00	25.76	12.91	1474.78
1980 08 02 12	52035.65	1.39	350.24	0.00	28.03	16.43	1861.68
1980 08 03 12	51840.01	9.92	299.64	0.00	28.01	15.90	1804.29
1980 08 04 12	51840.01	2.38	297.03	0.00	23.08	14.09	1613.44
1980 08 05 12	51494.37	0.00	459.33	0.00	27.64	12.09	1406.95
1980 08 06 12	51494.37	11.97	294.45	0.00	28.20	15.92	1800.64
1980 08 07 12	51148.79	11.16	261.97	0.00	27.02	16.73	1901.28
1980 08 08 12	51148.79	0.00	368.39	0.00	27.94	16.68	1886.93
1980 08 09 12	50805.52	18.98	291.71	0.00	29.19	16.88	1911.09
1980 08 10 12	50803.16	0.00	418.07	0.00	25.14	12.16	1412.96
1980 08 11 12	50493.55	0.00	411.66	0.00	23.28	10.93	1314.54
1980 08 12 12	50457.61	0.00	401.28	0.00	24.01	11.74	1379.15
1980 08 13 12	50147.96	20.37	139.00	0.00	17.90	13.23	1522.96
1980 08 14 12	50112.02	0.00	388.78	0.00	22.68	11.39	1351.41
1980 08 15 12	49802.36	0.01	405.18	0.00	24.40	11.91	1392.70
1980 08 16 12	49766.42	0.00	424.33	0.00	24.11	10.57	1285.94
1980 08 17 12	49423.16	0.75	360.88	0.00	18.88	8.84	1147.23
1980 08 18 12	49420.80	0.00	444.02	0.00	22.91	8.51	1120.51
1980 08 19 12	49075.16	2.63	370.98	0.00	25.11	10.72	1297.43
1980 08 20 12	49075.16	2.60	305.56	0.00	20.52	10.95	1315.81
1980 08 21 12	48729.60	0.00	435.03	0.00	21.94	7.90	1072.32
1980 08 22 12	48729.60	0.00	459.28	0.00	24.17	7.60	1048.29
1980 08 23 12	48383.98	0.00	469.30	0.00	26.00	7.59	1047.19
1980 08 24 12	48383.98	0.00	460.78	0.00	28.55	9.95	1236.05
1980 08 25 12	48038.40	0.00	449.22	0.00	28.70	10.79	1302.89
1980 08 26 12	48038.40	0.00	403.50	0.00	27.71	13.11	1510.56
1980 08 27 12	47692.81	0.00	369.60	0.00	29.19	15.95	1814.35
1980 08 28 12	47688.40	7.58	314.85	0.00	27.12	11.08	1326.74
1980 08 29 12	47347.21	0.00	430.00	0.00	24.00	7.61	1049.11
1980 08 30 12	47077.19	0.00	434.24	0.00	24.18	7.15	1012.04
1980 08 31 12	47001.59	4.32	313.44	0.00	26.34	9.77	1221.82
1980 09 01 12	46655.98	9.67	236.76	0.00	26.04	14.99	1714.06
1980 09 02 12	46655.98	14.00	200.69	0.00	25.51	16.44	1863.12
1980 09 03 12	46310.42	9.58	273.05	0.00	27.41	13.58	1555.62
1980 09 04 12	46310.42	0.00	414.81	0.00	22.46	6.16	949.00
1980 09 05 12	45964.83	0.00	387.95	0.00	21.94	7.30	1028.58
1980 09 06 12	45964.83	0.00	270.73	0.00	20.57	11.50	1359.89
1980 09 07 12	45619.20	0.00	381.07	0.00	22.72	7.99	1079.60
1980 09 08 12	45349.19	0.00	408.23	0.00	21.05	4.42	833.93
1980 09 09 12	45273.60	0.00	392.77	0.00	18.03	2.66	733.05
1980 09 10 12	44928.00	3.81	276.82	0.00	19.98	5.65	908.57
1980 09 11 12	44928.00	1.10	285.52	0.00	16.89	6.93	994.35
1980 09 12 12	44582.41	5.79	265.56	0.00	17.69	3.99	800.18
1980 09 13 12	44582.41	0.00	352.53	0.00	16.41	2.81	744.63
1980 09 14 12	44236.83	25.66	270.66	0.00	18.77	4.20	823.19
1980 09 15 12	44236.83	24.06	195.20	0.00	16.91	7.51	1040.73
1980 09 16 12	43891.18	0.00	356.90	0.00	15.85	1.52	681.77
1980 09 17 12	43545.59	2.06	309.58	0.00	17.50	3.23	778.01
1980 09 18 12	43545.59	5.28	188.51	0.00	17.81	8.50	1119.99
1980 09 19 12	43200.00	0.00	323.91	0.00	14.19	1.54	680.56
1980 09 20 12	43200.00	0.00	344.01	0.00	15.72	1.60	683.95
1980 09 21 12	42854.41	0.44	302.16	0.00	17.07	5.20	896.88
1980 09 22 12	42854.41	2.48	209.29	0.00	17.89	9.03	1162.15
1980 09 23 12	42508.81	11.70	194.55	0.00	19.82	9.92	1233.85
1980 09 24 12	42163.21	0.41	394.18	0.00	19.91	0.36	624.54
1980 09 25 12	42163.21	0.00	358.03	0.00	13.41	-1.92	526.30
1980 09 26 12	41817.58	11.87	267.26	0.00	15.82	-0.05	612.69
1980 09 27 12	41817.58	8.95	230.40	0.00	14.50	2.04	708.96
1980 09 28 12	41471.99	0.00	267.86	0.00	10.06	0.02	612.88
1980 09 29 12	41471.99	0.00	377.30	0.00	12.74	-5.55	402.35
1980 09 30 12	41126.39	0.00	354.58	0.00	11.40	-4.64	429.18
1980 10 01 12	41050.80	0.00	286.90	0.00	16.19	4.31	825.78
1980 10 02 12	40780.81	2.08	195.94	0.00	13.46	5.72	920.18
1980 10 03 12	40435.21	5.57	172.60	0.00	17.84	8.61	1128.70
1980 10 04 12	40435.21	23.68	170.45	0.00	16.28	7.32	1027.91
1980 10 05 12	40089.58	3.00	113.83	0.00	10.51	5.01	881.61
1980 10 06 12	40089.58	0.00	197.70	0.00	11.75	4.35	838.15
1980 10 07 12	39744.00	0.00	265.89	0.00	11.67	1.09	650.65
1980 10 08 12	39744.00	0.00	263.46	0.00	11.86	1.39	672.88
1980 10 09 12	39398.41	0.00	290.92	0.00	13.92	1.56	681.04
1980 10 10 12	39322.82	0.00	280.33	0.00	9.39	-2.23	520.07
1980 10 11 12	39052.80	0.00	302.77	0.00	10.26	-3.19	481.50
1980 10 12 12	38711.64	14.03	176.63	0.00	9.23	-0.06	602.44
1980 10 13 12	38707.21	0.52	234.35	0.00	10.45	0.75	640.55
1980 10 14 12	38361.61	0.00	169.19	0.00	5.55	-0.64	583.16
1980 10 15 12	38361.61	0.00	186.72	0.00	3.61	-3.38	473.70
1980 10 16 12	38016.03	0.00	297.21	0.00	7.91	-5.68	400.00
1980 10 17 12	38016.03	0.00	289.48	0.00	8.74	-4.45	440.00
1980 10 18 12	37670.41	2.17	276.47	0.00	12.79	-1.17	566.80
1980 10 19 12	37670.41	4.79	161.86	0.00	14.98	5.80	924.38
1980 10 20 12	37324.80	0.00	260.35	0.00	13.60	1.63	682.57
1980 10 21 12	37324.80	0.00	254.37	0.00	8.56	-2.91	487.48
1980 10 22 12	36979.20	0.02	235.93	0.00	8.21	-2.16	518.67
1980 10 23 12	36976.84	0.00	198.69	0.00	5.50	-2.75	500.21
1980 10 24 12	36633.59	0.00	198.69	0.00	4.01	-4.16	440.08
1980 10 25 12	36597.64	0.00	291.30	0.00	10.06	-6.27	378.32
1980 10 26 12	36288.00	28.07	212.64	0.00	11.07	-4.53	437.10
1980 10 27 12	36252.06	0.36	197.06	0.00	7.66	-1.01	564.14
1980 10 28 12	35942.40	0.00	140.03	0.00	3.88	-1.69	541.46
1980 10 29 12	35940.04	0.04	186.98	0.00	3.65	-4.02	446.02
1980 10 30 12	35596.80	0.00	143.82	0.00	2.77	-2.82	503.04
1980 10 31 12	35594.44	0.00	192.42	0.00	5.20	-2.90	496.63
1980 11 01 12	35251.20	0.40	205.84	0.00	7.62	-1.35	559.86
1980 11 02 12	35251.20	0.00	164.05	0.00	3.96	-2.80	495.72
1980 11 03 12	34905.59	0.00	212.46	0.00	2.39	-7.05	359.81
1980 11 04 12	34905.59	0.00	224.59	0.00	5.32	-5.40	415.90
1980 11 05 12	34559.99	2.00	182.37	0.00	9.99	1.68	694.72
1980 11 06 12	34559.99	0.00	241.54	0.00	8.01	-5.39	415.03
1980 11 07 12	34364.32	0.00	182.21	0.00	3.54	-4.72	424.91
1980 11 08 12	34214.39	14.89	117.35	0.00	6.93	-0.12	601.79
1980 11 09 12	34138.80	0.00	236.08	0.00	5.15	-8.21	320.00
1980 11 10 12	33868.82	3.91	146.32	0.00	2.23	-5.66	409.19
1980 11 11 12	33868.82	0.23	152.26	0.00	4.19	-2.46	512.03
1980 11 12 12	33527.63	0.00	114.18	0.00	0.71	-3.98	459.12
1980 11 13 12	33523.20	0.00	136.01	0.00	2.17	-3.72	462.43
1980 11 14 12	33399.73	1.79	107.73	0.00	1.69	-3.12	480.00
1980 11 15 12	33177.60	0.00	153.21	0.00	1.88	-4.85	431.69
1980 11 16 12	33177.60	0.00	188.53	0.00	1.32	-7.59	346.24
1980 11 17 12	32910.08	0.00	160.19	0.00	-2.36	-9.30	301.94
1980 11 18 12	32832.01	6.04	132.63	0.00	0.31	-7.05	359.67
1980 11 19 12	32829.65	11.25	83.91	0.00	-2.11	-6.28	379.55
1980 11 20 12	32490.82	0.00	216.39	0.00	-1.37	-11.52	255.77
1980 11 21 12	32486.39	0.00	234.23	0.00	1.60	-10.74	271.20
1980 11 22 12	32450.45	0.00	226.92	0.00	3.23	-8.58	320.66
1980 11 23 12	32218.89	0.00	235.21	0.00	3.71	-9.98	289.05
1980 11 24 12	32140.80	0.00	235.00	0.00	6.82	-7.75	342.71
1980 11 25 12	32138.44	22.42	121.64	0.00	4.90	-2.16	519.48
1980 11 26 12	31945.13	12.45	147.02	0.00	4.27	-5.22	416.19
1980 11 27 12	31795.19	0.00	185.25	0.00	-0.63	-9.22	298.57
1980 11 28 12	31795.19	0.00	188.76	0.00	0.60	-8.41	322.12
1980 11 29 12	31759.25	25.93	143.28	0.00	4.18	-5.43	418.35
1980 11 30 12	31527.70	0.00	136.32	0.00	2.96	-3.10	488.74
1980 12 01 12	31449.60	0.00	135.75	0.00	1.24	-4.78	430.44
1980 12 02 12	31449.60	0.00	152.57	0.00	3.70	-3.69	463.92
1980 12 03 12	31447.24	16.75	141.51	0.00	7.10	-3.38	480.00
1980 12 04 12	31326.12	5.03	173.54	0.00	4.84	-13.37	220.06
1980 12 05 12	31182.08	1.23	79.03	0.00	-9.23	-12.75	226.85
1980 12 06 12	31104.01	0.00	155.15	0.00	-5.52	-12.61	232.63
1980 12 07 12	31104.01	0.00	183.28	0.00	-2.03	-11.36	258.33
1980 12 08 12	31104.01	0.43	201.60	0.00	2.38	-10.63	277.40
1980 12 09 12	31068.07	3.63	133.13	0.00	4.49	-4.80	440.00
1980 12 10 12	31028.42	1.74	205.97	0.00	-1.47	-13.89	212.72
1980 12 11 12	30908.32	0.00	219.33	0.00	-2.66	-18.86	139.39
1980 12 12 12	30836.49	0.00	191.72	0.00	-13.44	-24.30	80.00
1980 12 13 12	30762.82	5.49	162.24	0.00	-6.28	-22.29	105.21
1980 12 14 12	30758.39	0.00	222.72	0.00	-1.81	-21.60	120.00
1980 12 15 12	30758.39	0.00	217.83	0.00	-8.34	-26.04	79.18
1980 12 16 12	30758.39	4.73	118.35	0.00	-15.25	-24.08	82.73
1980 12 17 12	30758.39	8.60	109.25	0.00	-10.21	-18.27	160.00
1980 12 18 12	30758.39	0.00	206.39	0.00	-9.46	-24.12	87.28
1980 12 19 12	30758.39	3.62	148.55	0.00	-5.37	-17.14	160.00
1980 12 20 12	30758.39	0.00	218.12	0.00	-7.20	-25.54	80.00
1980 12 21 12	30758.39	0.00	183.46	0.00	-15.44	-27.33	79.36
